title,image,describe,category,ID
VEVELSTAD,C:\Users\admin\Downloads\app_30798308\vevelstad-bed-frame-with-3-headboards-white-tolkning-rattan__1111400_pe870764_s5.jpg,"By combining the 3 TOLKNING headboards in natural fibres, you add a cosy touch around VEVELSTAD bed frame while protecting the walls. A simple way to make your bedroom feel snug.",bed,00103
SMÅSTAD,C:\Users\admin\Downloads\app_30798308\smastad-loft-bed-white-white-with-desk-with-3-drawers__1168333_pe891902_s5.jpg,"Your child’s very own space for sleeping, drawing, storing, doing homework and playing with friends. This loft bed combination is like a mini room within a room on only 2 square metres of space.",bed,00104
SMYGA,C:\Users\admin\Downloads\app_30798308\smyga-bed-frame-with-storage-light-grey__1287535_pe933939_s5.jpg,"This bed has everything you could need. A comfy sleeping area and storage to make it easier to stay organised. Part of the SMYGA series, furniture that lasts for generations.",bed,00105
TONSTAD,C:\Users\admin\Downloads\app_30798308\tonstad-bed-frame-with-storage-off-white-luroey__1363626_pe955568_s5.jpg,"Classic design meets a graceful finish in the TONSTAD series in off-white, giving the furniture a solid sense of quality. This bed frame has soft-closing drawers, making the most of the space under the bed.",bed,00106
FLEKKE,C:\Users\admin\Downloads\app_30798308\flekke-day-bed-frame-with-2-drawers-white__1162510_pe889844_s5.jpg,"A sofa by day and a bed for one – or two – by night. The two large drawers give plenty of space for duvets, pillows and bed linen. A smart solution when you live in a small space.",bed,00107
MALM,C:\Users\admin\Downloads\app_30798308\malm-bed-storage-box-for-high-bed-frame-white__0636233_pe697745_s5.jpg,"Why have a space that collects dust when you can have practical storage boxes instead? MALM storage boxes area easy to roll in and out – and perfect for storing duvets, pillows and seasonal clothes.",bed,00108
KLIPSK,C:\Users\admin\Downloads\app_30798308\klipsk-bed-tray-white__0373657_pe553485_s5.jpg,Foldable legs make the bed tray easy to store without taking up extra space.,bed,00109
PLATSA,C:\Users\admin\Downloads\app_30798308\platsa-bed-frame-with-4-drawers-white-fonnes__0793237_pe766203_s5.jpg,PLATSA bed covers your sleep and storage needs helping you create your own oasis in the smallest of places. Together with PLATSA system you can have both a space for privacy and a home for all your things.,bed,00110
VARDÖ,C:\Users\admin\Downloads\app_30798308\vardoe-bed-storage-box-white__0636223_pe697736_s5.jpg,"A smart solution for small spaces. This storage box turns the space under your bed into a place for storing things like duvets, pillows or seasonal clothing. The textile lid keeps the dust bunnies away.",bed,00111
MALM,C:\Users\admin\Downloads\app_30798308\malm-bedroom-furniture-set-of-3-white__1101656_pe866483_s5.jpg,"With clean lines and a simple streamlined design, MALM bedroom furniture never goes out of style. Enjoy a coordinated look in your bedroom with this bed frame and 2 bedside tables.",bed,00112
FRIHETEN,C:\Users\admin\Downloads\app_30798308\friheten-3-seat-sofa-bed-skiftebo-blue__0690280_pe723200_s5.jpg,You can quickly transform this sofa into a spacious bed. And the generous storage space for bed linens under the seat makes things even easier. A perfect place to sleep for you or your overnight guests.,bed,00113
NORDLI,C:\Users\admin\Downloads\app_30798308\nordli-headboard-white__0595945_pe677836_s5.jpg,The flexible headboard with built-in bedside tables can be positioned at any height for your preferred look and convenience. A smart combo with under-bed storage – nothing gets in the way of the drawers.,bed,00114
ELDFLUGA,C:\Users\admin\Downloads\app_30798308\eldfluga-bed-tent-blue-green__1160648_pe889034_s5.jpg,"With this tent, you can quickly and easily create a screened-off nook on your child's bed – regardless if it’s 70, 80 or 90 cm wide. And your child can easily close and open the cosy nest on their own.",bed,00115
ÄLVDALEN,C:\Users\admin\Downloads\app_30798308\aelvdalen-3-seat-sofa-bed-with-chaise-longue-knisa-grey-beige__1194627_pe902024_s5.jpg,"It might be hard to believe that a comfy bed is hidden in this stylish sofa. ÄLVDALEN is easy to fold out to get a good night's sleep, comes with a storage space under the seat – and many features to love.",bed,00116
STICKAT,C:\Users\admin\Downloads\app_30798308\stickat-bed-pocket-black__0642793_pe701435_s5.jpg,A practical bed pocket for all those necessary things that you want close at hand when lying in bed. Hang it over any bed edge or end so you have your storybook ready when it is bedtime.,bed,00117
SMYGA,C:\Users\admin\Downloads\app_30798308\smyga-bed-frame-light-grey__1287527_pe933930_s5.jpg,"Long-lasting beauty. Made from sustainably sourced solid wood – a durable material that maintains its genuine character year after year. Part of the SMYGA series, furniture that lasts for generations.",bed,00118
LÖVA,C:\Users\admin\Downloads\app_30798308\loeva-bed-canopy-leaf-green__1160651_pe889036_s5.jpg,"With a protective leaf as a bed canopy over the cradle, cot or bed, you create a peaceful place that makes the children's room extra cosy. Your child will sleep fabulously well here.",bed,00119
GLADSTAD,C:\Users\admin\Downloads\app_30798308\gladstad-upholstered-bed-storage-box-kabusa-light-grey__1012071_pe828755_s5.jpg,Store your bedding under the bed instead of collecting dust. These storage boxes fit perfectly with GLADSTAD upholstered bed frame in KABUSA light grey – easy to roll out and in for easy access.,bed,00120
MALM,C:\Users\admin\Downloads\app_30798308\malm-chest-of-2-drawers-mirror-effect__1281545_pe931983_s5.jpg,"A classic in a new cool outfit! This limited edition of MALM chest of drawers loves the limelight – with a dazzling finish, reflecting your and your home’s star quality. Psst! Please attach to the wall.",bed,00121
PLATSA,C:\Users\admin\Downloads\app_30798308\platsa-bed-frame-with-2-door-3-drawers-white-fonnes__0832899_pe778585_s5.jpg,PLATSA bed covers your sleep and storage needs helping you create your own oasis in the smallest of places. Together with PLATSA system you can have both a space for privacy and a home for all your things.,bed,00122
VIMLE,C:\Users\admin\Downloads\app_30798308\vimle-3-seat-sofa-bed-with-chaise-longue-djuparp-red-brown__1157210_pe887530_s5.jpg,10 year guarantee. Read about the terms in the guarantee brochure.,bed,00123
SLÄKT / NATTAPA,C:\Users\admin\Downloads\app_30798308\slaekt-nattapa-bed-frame-w-guard-rail-slat-bd-base-white__1305314_pe939439_s5.jpg,"You can add several smart functions to SLÄKT bed frame by adding other items in the series, like a storage box, foldable mattress or underbed. The guard rail is included as extra protection for your child.",bed,00124
PLATSA,C:\Users\admin\Downloads\app_30798308\platsa-bed-frame-with-2-drawers-white-fonnes__0746095_pe744325_s5.jpg,PLATSA bed covers your sleep and storage needs helping you create your own oasis in the smallest of places. Together with PLATSA system you can have both a space for privacy and a home for all your things.,bed,00125
KURA,C:\Users\admin\Downloads\app_30798308\kura-bed-tent-space-blue__1182113_pe896993_s5.jpg,"Under KURA bed tent, tired astronauts can curl up with aliens, observe an infinite universe and dream of alien planets while recharging for the next, intergalactic mission.",bed,00126
MÖJLIGHET,C:\Users\admin\Downloads\app_30798308\moejlighet-bed-pocket-blue__0651931_pe707217_s5.jpg,"With this bed pocket, your child can always have their headphones, favourite book and mobile phone close at hand. Fits all of our children’s beds and is easy to hang over any bed edge or end.",bed,00127
KURA,C:\Users\admin\Downloads\app_30798308\kura-bed-curtain-market-stall-pattern__0979044_pe814403_s5.jpg,Come and buy refreshing watermelons and ice cream! This bed curtain is guaranteed to stimulate imaginations and role-playing. Made of polyester (of which at least 90% is recycled) and fits KURA bed.,bed,00128
PLATSA,C:\Users\admin\Downloads\app_30798308\platsa-bed-frame-with-6-doors-12-drawers-white-fonnes__0793238_pe766213_s5.jpg,PLATSA bed covers your sleep and storage needs helping you create your own oasis in the smallest of places. Together with PLATSA system you can have both a space for privacy and a home for all your things.,bed,00129
LANDSKRONA,C:\Users\admin\Downloads\app_30798308\landskrona-3-seat-sofa-bed-grann-bomstad-golden-brown-wood__1170150_pe892687_s5.jpg,"The contact surfaces are covered with GRANN – a soft, smooth and strong grain leather with natural variations. Other surfaces have BOMSTAD, a coated fabric.",bed,00130
PLATSA,C:\Users\admin\Downloads\app_30798308\platsa-bed-frame-with-4-drawers-white-fonnes__0746108_pe744327_s5.jpg,PLATSA bed covers your sleep and storage needs helping you create your own oasis in the smallest of places. Together with PLATSA system you can have both a space for privacy and a home for all your things.,bed,00131
LURÖY,C:\Users\admin\Downloads\app_30798308\luroey-slatted-bed-base__1089731_pe861685_s5.jpg,LURÖY slatted bed base with curved slats helps to absorb your body weight. The open structure allows air to circulate – which improves the breathability of the mattress and keeps it fresh.,bed,00132
VIMLE,C:\Users\admin\Downloads\app_30798308\vimle-crnr-sofa-bed-5-seat-w-chaise-lng-grann-bomstad-black__0817698_pe776082_s5.jpg,"The VIMLE sofa series has sections that can be combined as you like into a customised solution for you and your home. This one has a sofa-bed which is super easy to convert with a thick, cosy mattress.",bed,00133
SNÖFINK,C:\Users\admin\Downloads\app_30798308\snoefink-bed-canopy-butterfly-pink__1170363_pe892800_s5.jpg,"With a flying butterfly as a bed canopy over the cradle, cot or bed, you create a peaceful place that makes the children's room extra cosy. Your child will sleep fabulously well here.",bed,00134
VEVELSTAD,C:\Users\admin\Downloads\app_30798308\vevelstad-bed-frame-with-2-headboards-white-tolkning-rattan__1111399_pe870762_s5.jpg,"By combining the 2 TOLKNING headboards in natural fibres with VEVELSTAD bed frame, you can create a cosy nook or add a softer touch to the long side of the bed. A simple way to make your bedroom feel snug.",bed,00135
PLATSA,C:\Users\admin\Downloads\app_30798308\platsa-bed-frame-with-8-door-4-drawers-white-fonnes__0908345_pe783236_s5.jpg,PLATSA bed covers your sleep and storage needs helping you create your own oasis in the smallest of places. Together with PLATSA system you can have both a space for privacy and a home for all your things.,bed,00136
PLATSA,C:\Users\admin\Downloads\app_30798308\platsa-bed-frame-with-5-door-5-drawers-white-fonnes-white__0908342_pe783241_s5.jpg,PLATSA bed covers your sleep and storage needs helping you create your own oasis in the smallest of places. Together with PLATSA system you can have both a space for privacy and a home for all your things.,bed,00137
MALM,C:\Users\admin\Downloads\app_30798308\malm-bedroom-furniture-set-of-3-white__1102076_pe866511_s5.jpg,"With clean lines and a simple streamlined design, MALM bedroom furniture never goes out of style. Add extra storage with this coordinated set – 2 bedside tables and a chest of drawers.",bed,00138
ROCKSJÖN,C:\Users\admin\Downloads\app_30798308\rocksjoen-2-seat-sofa-kilanda-light-beige__1247376_pe922644_s5.jpg,The neat size and simple yet elegant design all makes the ROCKSJÖN series a great fit in most rooms. Combine the various functions of the series or match with other furniture in a traditional style.,bed,00139
KURA,C:\Users\admin\Downloads\app_30798308\kura-bed-tent-ocean-animals-pattern__1087576_pe860805_s5.jpg,"With this tent over KURA reversible bed, your child can dream away to the enchanting and mysterious world that exists in the great, deep oceans. What's going on under the water’s surface?",bed,00140
MALM,C:\Users\admin\Downloads\app_30798308\malm-bedroom-furniture-set-of-2-white__1102075_pe866510_s5.jpg,"With clean lines and a simple streamlined design, MALM bedroom furniture never goes out of style. Add extra storage with this coordinated set – a bedside table and a chest of drawers.",bed,00141
SONGESAND,C:\Users\admin\Downloads\app_30798308\songesand-bed-storage-box-set-of-2-white__0636232_pe697744_s5.jpg,"Don’t let the space under your bed go to waste. Instead, use SONGESAND bed storage boxes to store things like extra duvets, pillows or seasonal clothes. Easy to roll out when you need to get to your things.",bed,00142
